City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,saint george,37.1041,-113.5841,23.33,27,0,1.54,US,1682306969
365,opelika,32.6454,-85.3783,17.14,57,100,6.17,US,1682306969
366,tucupita,9.0622,-62.051,22.79,93,81,0.77,VE,1682306969
367,tongliao,43.6125,122.2653,16.2,10,40,6.48,CN,1682306969
368,caravelas,-17.7125,-39.2481,24.92,70,97,4.78,BR,1682306970
369,dunedin,-45.8742,170.5036,11.56,10,11,9.38,NZ,1682306968
370,lasa,46.6166,10.7002,8.49,99,100,1.77,IT,1682306970
371,wajir,1.7471,40.0573,25.99,81,94,2.17,KE,1682306970
372,college,64.8569,-147.8028,-7.74,65,100,8.75,US,1682306970
373,roma,43.2128,-75.4557,6.08,83,100,1.54,US,1682306970
374,karratha,-20.7377,116.8463,30.9,42,29,3.45,AU,1682306971
375,tiznit,29.5833,-9.5,18.23,59,3,0.66,MA,1682306971
376,dongsheng,39.8161,109.9776,4.91,59,100,5.33,CN,1682306971
377,luderitz,-26.6481,15.1594,17.17,54,100,3.16,NA,1682306971
378,comodoro rivadavia,-45.8667,-67.5,13.92,51,0,2.06,AR,1682306845
379,bad bentheim,52.3167,7.1667,10.53,86,94,3.13,DE,1682306971
380,sangar,63.9242,127.4739,0.68,64,67,5.83,RU,1682306972
381,tsiroanomandidy,-18.7667,46.0333,17.14,96,0,0.56,MG,1682306972
382,pevek,69.7008,170.3133,0.12,77,0,1.08,RU,1682306972
383,outram,1.2829,103.8379,32.91,65,75,2.57,MY,1682306972
384,havre,49.5833,0.3333,9.22,93,100,5.14,FR,1682306972
385,carutapera,-1.195,-46.02,24.05,93,100,2.13,BR,1682306972
386,hualmay,-11.0964,-77.6139,23.9,78,38,3.77,PE,1682306972
387,nabire,-3.3667,135.4833,29.5,70,33,2.36,ID,1682306972
388,brest,52.1,23.7,9.98,76,0,3.0,BY,1682306972
389,santa marta,11.2408,-74.199,27.03,69,40,8.23,CO,1682306973
390,prado,-17.3411,-39.2208,24.27,77,98,4.94,BR,1682306973
391,bela vista de goias,-16.9728,-48.9533,20.64,75,95,1.51,BR,1682306973
392,wanning,18.8003,110.3967,29.11,74,68,4.84,CN,1682306973
393,ayan,56.45,138.1667,3.23,55,13,6.15,RU,1682306973
394,ixtapa,20.7,-105.2,23.57,83,0,1.03,MX,1682306973
395,port blair,11.6667,92.75,30.73,63,9,3.8,IN,1682306973
396,concepcion,-36.827,-73.0498,11.89,100,100,2.57,CL,1682306974
397,mayumba,-3.432,10.6554,25.45,88,84,2.67,GA,1682306974
398,cariamanga,-4.3333,-79.55,11.03,98,100,1.36,EC,1682306974
399,garowe,8.4054,48.4845,23.96,80,25,2.39,SO,1682306974
400,bathsheba,13.2167,-59.5167,25.34,94,20,2.57,BB,1682306975
401,kosonsoy,41.2561,71.5508,16.31,24,98,0.99,UZ,1682306975
402,fortuna,40.5982,-124.1573,11.19,82,100,1.79,US,1682306975
403,arawa,-6.2132,155.5367,30.5,70,40,2.01,PG,1682306975
404,kapiri mposhi,-13.9652,28.6809,15.45,87,100,2.01,ZM,1682306975
405,san patricio,28.017,-97.5169,18.24,89,100,6.26,US,1682306762
406,shostka,51.863,33.4698,8.25,68,80,2.22,UA,1682306975
407,narasaraopet,16.25,80.0667,31.06,61,5,4.36,IN,1682306975
408,andenes,69.3143,16.1194,-2.01,74,100,4.12,NO,1682306976
409,holme,56.1138,10.1725,9.76,89,100,5.42,DK,1682306976
410,warmbad,-28.45,18.7333,21.29,4,100,1.98,NA,1682306976
411,kingman,35.1894,-114.053,25.71,28,0,5.14,US,1682306976
412,bonthe,7.5264,-12.505,27.12,86,8,1.69,SL,1682306976
413,north platte,41.1239,-100.7654,8.95,38,40,6.26,US,1682306976
414,susuman,62.7833,148.1667,-3.1,72,100,7.61,RU,1682306977
415,taikang,46.8333,124.4167,13.07,12,71,4.12,CN,1682306977
416,canala,-21.5333,165.95,26.24,70,58,3.13,NC,1682306977
417,garissa,-0.4536,39.6401,26.34,78,99,2.22,KE,1682306977
418,dzilam gonzalez,21.2833,-88.9333,27.56,58,35,4.73,MX,1682306977
419,shakawe,-18.3667,21.85,22.21,48,100,1.11,BW,1682306978
420,northam,51.0333,-4.2167,8.12,95,15,2.58,GB,1682306978
421,russell,32.3502,-85.1999,18.6,52,0,5.66,US,1682306978
422,toucheng,24.8592,121.8233,25.25,94,100,2.01,TW,1682306978
423,madimba,-10.4,40.3333,24.01,92,21,3.07,TZ,1682306978
424,alofi,-19.0595,-169.9187,26.94,65,40,3.09,NU,1682306978
425,ust-maya,60.4167,134.5333,0.43,81,100,5.49,RU,1682306979
426,palana,59.1167,159.9667,0.76,80,100,7.33,RU,1682306979
427,half moon bay,37.4636,-122.4286,15.27,84,100,9.26,US,1682306979
428,wahiawa,21.5028,-158.0236,25.18,73,100,4.12,US,1682306979
429,southbridge,42.0751,-72.0334,9.48,99,80,0.45,US,1682306979
430,carmen de apicala,4.1473,-74.7201,23.48,88,100,0.53,CO,1682306979
431,balkhash,46.844,74.9804,12.34,50,20,2.0,KZ,1682306980
432,at-bashi,41.1702,75.8106,10.54,31,72,0.85,KG,1682306980
433,taksimo,56.3444,114.8794,-0.13,35,86,3.54,RU,1682306980
434,alvorada,-12.48,-49.1247,23.69,67,73,1.76,BR,1682306980
435,prince rupert,54.3161,-130.3201,7.05,92,100,7.2,CA,1682306980
436,langa,56.3903,9.8949,10.06,86,100,4.62,DK,1682306980
437,saint-francois,46.4154,3.9054,9.69,81,100,4.12,FR,1682306980
438,longkou,37.6508,120.3286,12.75,38,100,4.33,CN,1682306981
439,marsabit,2.3284,37.9899,18.0,76,78,2.22,KE,1682306981
440,ucluelet,48.9329,-125.5528,7.27,94,100,1.39,CA,1682306981
441,sivas,39.7916,37.0019,4.35,100,75,2.57,TR,1682306981
442,sorland,67.667,12.6934,0.92,57,16,4.97,NO,1682306981
443,saint-honore,48.5334,-71.0824,8.14,67,100,2.89,CA,1682306981
444,lang son,21.8333,106.7333,26.6,75,100,2.25,VN,1682306982
445,richards bay,-28.783,32.0377,17.8,87,72,1.93,ZA,1682306712
446,nhamunda,-2.1861,-56.7131,23.65,93,100,1.07,BR,1682306982
447,cabedelo,-6.9811,-34.8339,25.37,83,98,4.35,BR,1682306779
448,saharanpur,29.9667,77.55,27.88,15,100,2.41,IN,1682306982
449,kharan,28.5833,65.4167,25.8,22,94,0.88,PK,1682306982
450,matagami,49.7502,-77.6328,1.06,100,100,4.63,CA,1682306982
451,minas,-34.3759,-55.2377,14.47,95,99,2.73,UY,1682306906
452,freeport,40.6576,-73.5832,13.34,68,20,5.66,US,1682306749
453,sokolac,43.9397,18.8017,6.54,91,79,2.24,BA,1682306983
454,neiafu,-18.65,-173.9833,28.38,65,20,4.63,TO,1682306983
455,kashi,39.4547,75.9797,16.56,27,0,3.0,CN,1682306984
456,otane,-39.8833,176.6333,12.23,62,19,6.02,NZ,1682306984
457,gao,16.6362,1.637,28.49,18,22,3.76,ML,1682306984
458,plettenberg bay,-34.0527,23.3716,19.33,80,100,0.95,ZA,1682306984
459,jizan,17.3333,42.6667,28.52,50,81,1.19,SA,1682306984
460,hanamaki,39.3833,141.1167,12.11,26,40,5.66,JP,1682306984
461,lata,40.1629,-8.3327,13.93,97,18,1.22,PT,1682306985
462,gazimurskiy zavod,51.5461,118.3266,3.12,26,0,5.92,RU,1682306985
463,saskylakh,71.9167,114.0833,-9.35,90,63,2.68,RU,1682306985
464,uttaradit,17.6667,100.5,32.76,44,69,1.3,TH,1682306985
465,beringovskiy,63.05,179.3167,-3.31,80,100,5.86,RU,1682306985
466,katherine,-14.4667,132.2667,32.18,43,2,6.69,AU,1682306986
467,coihaique,-45.5752,-72.0662,10.34,81,75,3.6,CL,1682306986
468,solton,52.8429,86.4787,7.44,75,98,1.8,RU,1682306986
469,nyimba,-14.5566,30.8149,17.16,72,99,1.44,ZM,1682306986
470,anadyr,64.75,177.4833,-4.72,79,40,13.0,RU,1682306986
471,dhidhdhoo,6.8833,73.1,29.21,68,96,4.86,MV,1682306986
472,goderich,43.7501,-81.7165,4.95,87,63,2.06,CA,1682306987
473,gisborne,-38.6533,178.0042,12.77,69,98,9.4,NZ,1682306987
474,erzin,36.9559,36.2,12.93,89,1,1.38,TR,1682306988
475,perth,-31.9333,115.8333,18.77,63,75,6.69,AU,1682306341
476,leshukonskoye,64.8989,45.7622,-5.92,86,100,1.65,RU,1682306989
477,riyadh,24.6877,46.7219,24.08,36,6,1.69,SA,1682306989
478,lazarev,52.225,141.5131,2.95,58,13,8.21,RU,1682306989
479,soure,-0.7167,-48.5233,25.63,83,100,2.58,BR,1682306989
480,ambilobe,-13.2,49.05,22.55,96,28,1.34,MG,1682306990
481,hvide sande,56.0045,8.1294,9.49,93,100,5.39,DK,1682306990
482,avera,33.194,-82.5271,17.03,54,88,3.14,US,1682306990
483,nyurba,63.2842,118.3319,-0.77,83,15,2.23,RU,1682306990
484,orlik,52.5178,99.825,-2.8,58,4,1.35,RU,1682306990
485,nhulunbuy,-12.2333,136.7667,30.34,74,75,6.17,AU,1682306990
486,fairbanks,64.8378,-147.7164,-7.73,65,100,8.75,US,1682306991
487,honiara,-9.4333,159.95,29.24,77,33,1.94,SB,1682306991
488,iba,15.3667,120.0333,30.25,61,88,3.38,PH,1682306991
489,hammerfest,70.6634,23.6821,-1.75,93,75,3.6,NO,1682306991
490,novo aripuana,-5.1206,-60.3797,22.46,95,100,0.44,BR,1682306991
491,boa vista,2.8197,-60.6733,23.99,94,20,1.03,BR,1682306708
492,santa isabel do rio negro,-0.4139,-65.0192,23.2,98,97,1.08,BR,1682306992
493,palafrugell,41.9174,3.1631,12.42,54,79,0.45,ES,1682306992
494,merauke,-8.4667,140.3333,27.51,80,100,1.54,ID,1682306704
495,nishihara,26.1842,127.7558,25.81,67,75,5.66,JP,1682306992
496,quang ngai,15.1167,108.8,31.56,57,63,3.25,VN,1682306992
497,bela vista,-22.1089,-56.5211,19.32,93,0,1.57,BR,1682306992
498,choix,26.7092,-108.3219,24.9,24,6,0.86,MX,1682306992
499,hereford,52.0568,-2.7148,7.81,92,28,1.21,GB,1682306993
500,zyryanka,65.75,150.85,-0.29,96,100,7.22,RU,1682306993
501,bang saphan,11.2126,99.5117,32.42,56,100,2.08,TH,1682306993
502,umm lajj,25.0213,37.2685,26.16,71,74,5.19,SA,1682306993
503,tilichiki,60.4667,166.1,-0.37,99,100,6.5,RU,1682306993
504,starobaltachevo,56.0013,55.9213,10.35,65,100,1.11,RU,1682306993
505,bilibino,68.0546,166.4372,0.99,77,2,2.4,RU,1682306994
506,pilar,-9.5972,-35.9567,23.96,89,100,1.03,BR,1682306994
507,pinotepa de don luis,16.4167,-97.9167,23.68,82,100,0.77,MX,1682306994
508,marawi,7.9986,124.2928,28.04,62,60,1.44,PH,1682306994
509,salcioara,44.7167,25.5833,9.41,76,15,3.03,RO,1682306994
510,inuvik,68.3499,-133.7218,-17.58,71,20,3.6,CA,1682306994
511,kuytun,54.3419,101.5036,6.38,41,2,4.0,RU,1682306995
512,bubaque,11.2833,-15.8333,26.16,64,11,5.23,GW,1682306995
513,bilma,18.6853,12.9164,28.3,7,90,2.84,NE,1682306995
514,teguldet,57.3064,88.1667,6.04,69,100,3.3,RU,1682306995
515,jiwani,25.05,61.7417,26.9,77,98,2.38,PK,1682306995
516,arona,28.0996,-16.681,14.9,68,40,4.63,ES,1682306745
517,senneterre,48.3835,-77.2328,1.05,98,100,1.82,CA,1682306995
518,port lincoln,-34.7333,135.8667,22.43,50,0,4.91,AU,1682306995
519,helong,42.5397,128.9972,11.01,13,2,4.04,CN,1682306996
520,belmonte,-15.8631,-38.8828,23.94,90,100,5.38,BR,1682306996
521,palora,-1.7,-77.9333,19.21,98,100,0.84,EC,1682306996
522,pinega,64.7001,43.3936,-4.54,86,100,1.56,RU,1682306996
523,inta,66.0317,60.1659,-6.06,90,98,8.11,RU,1682306996
524,pangai,-19.8,-174.35,25.06,83,75,4.63,TO,1682306996
525,morondava,-20.2833,44.2833,21.73,85,0,2.32,MG,1682306996
526,santiago,-33.4569,-70.6483,16.03,67,0,2.57,CL,1682306996
527,dong hoi,17.4833,106.6,29.16,71,100,3.38,VN,1682306997
528,grand gaube,-20.0064,57.6608,26.88,79,24,0.45,MU,1682306997
529,beatrice,40.2681,-96.747,9.05,40,40,2.57,US,1682306997
530,ranot,7.7777,100.3213,30.55,66,100,4.29,TH,1682306997
531,port augusta,-32.5,137.7667,27.38,28,0,3.67,AU,1682306997
532,paita,-5.0892,-81.1144,26.1,80,100,6.4,PE,1682306878
533,hundested,55.9667,11.8667,8.94,84,100,1.34,DK,1682306999
534,ambon,-3.6954,128.1814,31.09,80,40,2.57,ID,1682306999
535,srednekolymsk,67.45,153.6833,1.23,86,100,7.86,RU,1682306999
536,acapulco,16.8634,-99.8901,27.9,69,20,2.57,MX,1682306999
537,quelimane,-17.8786,36.8883,21.97,94,0,0.0,MZ,1682306999
538,ponta delgada,37.7333,-25.6667,18.4,94,75,6.69,PT,1682306999
539,isla vista,34.4133,-119.861,17.68,72,0,4.63,US,1682306802
540,sisimiut,66.9395,-53.6735,-0.13,99,100,1.57,GL,1682307000
541,shubarkuduk,49.1447,56.4872,11.14,67,2,2.27,KZ,1682307000
542,nuevo laredo,27.4763,-99.5164,17.15,72,100,4.12,MX,1682306565
543,sorong,-0.8833,131.25,28.99,72,24,2.77,ID,1682307000
544,lomovka,53.9194,58.3672,6.7,73,55,1.59,RU,1682307000
545,tigil,57.8,158.6667,3.44,80,99,4.12,RU,1682307001
546,lampa,-33.2833,-70.9,14.8,82,0,2.57,CL,1682306825
547,springdale,36.1867,-94.1288,8.95,56,0,1.54,US,1682307001
548,margate,51.3813,1.3862,8.26,82,89,3.58,GB,1682307001
549,inhambane,-23.865,35.3833,21.38,82,16,3.73,MZ,1682307002
550,knin,44.0439,16.2,12.72,73,100,2.23,HR,1682307002
551,una,20.8167,71.0333,31.31,38,81,3.8,IN,1682307002
552,krasnoselkup,65.7,82.4667,1.54,99,100,10.14,RU,1682307002
553,mazatlan,23.2167,-106.4167,23.84,87,40,0.45,MX,1682307003
554,san matias,-16.3667,-58.4,22.53,88,48,0.72,BO,1682307006
555,innisfail,-17.5333,146.0333,23.43,88,99,6.68,AU,1682307006
556,sambava,-14.2667,50.1667,24.16,90,71,1.58,MG,1682307010
557,carupano,10.6678,-63.2585,24.48,90,100,1.22,VE,1682307010
558,pocone,-16.2567,-56.6228,23.21,83,73,1.84,BR,1682307010
559,shirakawa,37.1223,140.2376,13.21,25,100,5.42,JP,1682307011
560,dengzhou,37.8086,120.7508,12.75,35,97,4.45,CN,1682307011
561,samsun,41.25,36.3333,9.42,93,75,2.06,TR,1682307011
562,darhan,49.4867,105.9228,7.25,26,91,6.13,MN,1682307011
563,wukari,7.85,9.7833,25.06,80,100,1.58,NG,1682307012
564,rio grande,-32.035,-52.0986,19.78,89,100,4.77,BR,1682307005
565,sinnamary,5.3833,-52.95,24.29,88,99,0.48,GF,1682307012
566,lavrentiya,65.5833,-171.0,-8.05,78,0,2.94,RU,1682307013
567,yadgir,16.7667,77.1333,31.7,42,48,4.75,IN,1682307013
568,oeiras,-7.0253,-42.1311,21.34,72,100,1.3,BR,1682307014
569,maneadero,31.7167,-116.5667,14.5,77,17,0.51,MX,1682307014
570,colares,38.7992,-9.4469,15.74,89,22,7.6,PT,1682307014
571,usak,38.5,29.4167,6.5,86,1,0.63,TR,1682307014
572,usinsk,65.9939,57.5281,-5.22,86,38,6.71,RU,1682307015
573,minab,27.1467,57.0801,27.8,37,67,1.13,IR,1682307015
